date,hour,price,priceUsd,priceEur
2026-04-17T21:00:00+03:00,21:00,999.99,22.39,19.0
2026-04-17T22:00:00+03:00,22:00,398.47,8.92,7.57
2026-04-17T23:00:00+03:00,23:00,250.0,5.6,4.75
2026-04-19T00:00:00+03:00,00:00,270.01,6.04,5.12
2026-04-19T01:00:00+03:00,01:00,257.01,5.75,4.88
2026-04-19T02:00:00+03:00,02:00,250.0,5.59,4.74
2026-04-19T03:00:00+03:00,03:00,240.01,5.37,4.55
2026-04-19T04:00:00+03:00,04:00,222.99,4.99,4.23
2026-04-19T05:00:00+03:00,05:00,237.0,5.3,4.5
2026-04-19T06:00:00+03:00,06:00,199.01,4.45,3.78
2026-04-19T07:00:00+03:00,07:00,170.0,3.8,3.23
2026-04-19T08:00:00+03:00,08:00,170.0,3.8,3.23
2026-04-19T09:00:00+03:00,09:00,20.0,0.45,0.38
2026-04-19T10:00:00+03:00,10:00,0.0,0.0,0.0
2026-04-19T11:00:00+03:00,11:00,0.0,0.0,0.0
2026-04-19T12:00:00+03:00,12:00,0.0,0.0,0.0
2026-04-19T13:00:00+03:00,13:00,0.0,0.0,0.0
2026-04-19T14:00:00+03:00,14:00,0.0,0.0,0.0
2026-04-19T15:00:00+03:00,15:00,0.0,0.0,0.0
2026-04-19T16:00:00+03:00,16:00,0.0,0.0,0.0
2026-04-19T17:00:00+03:00,17:00,171.0,3.83,3.25
2026-04-19T18:00:00+03:00,18:00,250.01,5.59,4.74
2026-04-19T19:00:00+03:00,19:00,1200.0,26.85,22.77
2026-04-19T20:00:00+03:00,20:00,1952.01,43.67,37.04
2026-04-19T21:00:00+03:00,21:00,1414.68,31.65,26.85
2026-04-19T22:00:00+03:00,22:00,999.99,22.37,18.98
2026-04-19T23:00:00+03:00,23:00,482.85,10.8,9.16
2026-04-20T00:00:00+03:00,00:00,303.81,6.8,5.77
2026-04-20T01:00:00+03:00,01:00,300.01,6.71,5.69
2026-04-20T02:00:00+03:00,02:00,256.0,5.73,4.86
2026-04-20T03:00:00+03:00,03:00,267.0,5.97,5.07
2026-04-20T04:00:00+03:00,04:00,270.0,6.04,5.12
2026-04-20T05:00:00+03:00,05:00,311.0,6.96,5.9
2026-04-20T06:00:00+03:00,06:00,330.0,7.38,6.26
2026-04-20T07:00:00+03:00,07:00,300.01,6.71,5.69
2026-04-20T08:00:00+03:00,08:00,749.99,16.78,14.23
2026-04-20T09:00:00+03:00,09:00,453.84,10.15,8.61
2026-04-20T10:00:00+03:00,10:00,235.0,5.26,4.46
2026-04-20T11:00:00+03:00,11:00,199.99,4.47,3.8
2026-04-20T12:00:00+03:00,12:00,149.99,3.36,2.85
2026-04-20T13:00:00+03:00,13:00,167.34,3.74,3.18
2026-04-20T14:00:00+03:00,14:00,171.01,3.83,3.25
2026-04-20T15:00:00+03:00,15:00,171.0,3.83,3.25
2026-04-20T16:00:00+03:00,16:00,250.0,5.59,4.74
2026-04-20T17:00:00+03:00,17:00,850.0,19.02,16.13
2026-04-20T18:00:00+03:00,18:00,3100.01,69.35,58.83
2026-04-20T19:00:00+03:00,19:00,4500.0,100.67,85.4
2026-04-20T20:00:00+03:00,20:00,4500.0,100.67,85.4
2026-04-20T21:00:00+03:00,21:00,4211.3,94.21,79.92
2026-04-20T22:00:00+03:00,22:00,3323.7,74.36,63.07
2026-04-20T23:00:00+03:00,23:00,1727.09,38.64,32.78
